Date;WORLD;NORDIC COUNTRIES;NORTH AMERICA;PACIFIC;EUROPE;JAPAN;USA;UNITED KINGDOM;SINGAPORE;HONG KONG;AUSTRALIA;FRANCE;NORWAY;ITALY;GERMANY;NETHERLANDS;SWEDEN;SWITZERLAND;BELGIUM;CANADA;DENMARK
2018-07;8798.941;30435.997;12181.405;7533.132;10122.701;7315.389;11530.980;8876.614;13568.479;71237.491;6467.956;10420.453;13321.522;1271.187;9140.177;25754.374;36695.750;17372.607;17733.891;7522.410;37943.986
2018-08;8911.933;30390.512;12553.780;7499.264;9841.512;7331.991;11912.821;8505.503;13341.253;69617.022;6354.113;10214.290;13212.252;1150.578;8863.739;25256.382;36172.518;17483.060;16897.442;7415.535;38129.643
2018-09;8965.288;30683.733;12608.023;7642.011;9878.243;7564.143;11967.295;8654.536;13631.379;69436.990;6269.898;10342.889;14113.783;1178.420;8713.287;24388.163;37247.666;17498.921;16460.538;7413.238;36746.388
2018-10;8309.110;27751.654;11727.512;6988.628;9125.320;6924.835;11136.457;8070.122;12460.504;61725.966;5794.799;9374.155;13013.240;1067.950;7977.568;22493.381;33540.350;16808.807;14537.723;6838.696;33153.762
2018-11;8407.845;27426.966;11946.397;7073.322;9042.121;6952.557;11353.427;7936.724;12830.482;66263.559;5831.097;9210.100;12341.563;1076.581;7815.072;23126.012;33083.932;16848.986;14843.834;6862.077;34299.637
2018-12;7771.710;26547.307;10874.547;6712.120;8626.034;6489.834;10330.721;7636.319;12716.656;66292.663;5645.901;8795.746;11577.387;1039.556;7364.898;21710.520;32007.172;15934.825;13466.051;6293.200;33168.983
2019-01;8379.029;28034.413;11796.092;7146.188;9196.379;6885.786;11180.301;8177.576;13452.152;71438.314;6052.779;9311.229;12322.489;1129.880;7858.780;23285.778;33845.889;16918.913;14795.326;7117.495;34310.944
2019-02;8635.203;28837.425;12187.679;7235.468;9506.575;6884.003;11554.586;8456.440;13422.136;75617.551;6256.705;9696.958;12625.885;1168.591;7995.759;24393.769;34414.278;17629.680;15174.115;7318.178;36311.667
2019-03;8754.489;29043.794;12397.043;7293.472;9574.722;6934.226;11768.215;8546.136;13508.397;76622.743;6291.348;9744.596;12408.199;1192.450;7880.215;24670.556;34548.769;18092.906;15653.916;7274.739;37556.187
2019-04;9069.951;29844.808;12888.370;7402.854;9931.961;7030.478;12240.112;8738.815;14360.473;77494.822;6367.055;10207.585;12666.582;1218.471;8428.706;26131.783;36646.046;18444.674;16214.433;7500.529;37442.665
2019-05;8554.772;27972.615;12089.255;7140.663;9409.912;6752.487;11466.228;8215.278;13101.518;72324.805;6413.344;9632.420;12173.133;1124.187;7915.295;24559.939;33237.159;18420.935;14976.377;7203.966;36126.639
2019-06;9122.090;30010.607;12932.697;7473.231;10045.285;7006.853;12271.574;8625.403;14449.221;77400.845;6754.580;10457.143;12782.374;1235.590;8497.324;26167.355;36428.841;19716.169;15943.691;7646.147;38179.871
2019-07;9169.816;29033.563;13118.445;7461.354;9852.352;7016.703;12461.153;8469.931;14312.724;74823.386;6796.869;10210.840;12370.648;1219.524;8201.342;26396.985;34751.330;19583.326;16910.332;7605.552;37192.353
2019-08;8986.644;28437.585;12894.481;7263.448;9606.080;6946.023;12244.446;8074.957;13450.850;68627.015;6504.168;10036.950;11932.333;1202.494;7959.305;26139.652;33290.621;19638.258;16052.712;7520.769;38130.125
2019-09;9182.168;29104.846;13127.546;7499.047;9869.180;7237.605;12462.251;8411.644;13615.036;68161.901;6662.556;10286.112;12358.960;1237.322;8154.584;26823.106;34683.167;19773.019;16498.238;7695.862;37836.474
2019-10;9418.381;30296.140;13397.284;7817.420;10187.420;7588.889;12733.556;8647.763;14354.328;71374.240;6778.920;10657.639;12293.948;1293.986;8636.994;27142.426;37135.174;20136.265;15677.882;7683.822;39280.337
2019-11;9685.175;30631.536;13892.324;7852.342;10341.982;7631.641;13212.258;8796.918;14172.322;70338.575;6847.393;10842.498;12091.164;1302.247;8793.110;27776.977;37443.748;20384.139;15907.710;7876.315;40879.434
2019-12;9979.034;32194.939;14297.779;8028.317;10746.984;7792.581;13599.625;9250.074;14629.982;73149.415;6952.817;11166.432;12919.749;1337.804;8961.409;28815.414;39319.825;21282.533;16351.848;8086.611;42787.985
2020-01;9921.109;31835.614;14321.808;7911.465;10478.185;7686.649;13626.248;8899.672;14122.412;69888.633;6959.086;10791.289;12077.949;1310.322;8686.431;27958.643;38284.879;21451.061;15778.498;8058.205;43539.392
2020-02;9086.788;29639.228;13160.419;7226.108;9507.956;6984.221;12515.095;7838.390;13119.960;68910.190;6195.187;9833.748;10732.172;1222.466;7889.482;25745.670;35881.169;19748.374;13142.407;7473.451;40866.906
2020-03;7890.181;26371.104;11432.517;6407.829;8143.471;6496.734;10927.735;6586.813;10506.419;60475.627;4642.609;8098.535;8621.415;947.027;6546.222;22870.440;30922.823;18916.568;11031.543;5873.457;39474.105
2020-04;8756.465;28670.390;12932.555;6873.852;8637.277;6846.789;12365.160;6925.468;11385.976;64873.831;5352.450;8456.644;9541.066;964.583;7188.772;24853.673;33464.361;19894.409;11763.862;6603.990;42770.485
2020-05;9185.249;30847.145;13594.067;7145.694;9039.292;7252.315;13008.361;6999.048;11026.817;59453.354;5596.849;8889.615;10067.031;1021.909;7829.428;26671.435;35995.149;20467.494;11876.986;6821.778;45947.412
2020-06;9432.107;31560.839;13912.934;7316.947;9411.069;7252.997;13305.193;7100.171;11509.561;66017.963;5986.967;9433.057;9918.872;1102.728;8323.826;28565.610;37227.771;21093.390;12499.080;7073.833;46931.536
2020-07;9886.493;34450.148;14739.612;7295.921;9775.977;7137.835;14095.015;7200.057;11528.659;65528.503;6255.331;9704.985;10867.023;1144.872;8744.272;29801.750;40827.273;21953.169;13145.015;7502.489;51260.554
2020-08;10550.972;36366.478;15832.090;7808.302;10179.924;7681.439;15153.279;7455.685;11754.255;70685.404;6606.241;10168.299;11682.104;1186.002;9307.618;30637.991;42979.263;22504.070;13348.137;7907.481;53490.226
2020-09;10191.079;35970.732;15233.559;7718.997;9842.335;7766.677;14587.965;7084.234;11395.655;67045.600;6157.076;9710.133;10748.416;1119.218;9023.639;30270.500;42665.300;22170.050;12753.556;7524.661;54158.411
2020-10;9881.076;34330.921;14832.804;7619.963;9288.800;7642.717;14208.390;6726.634;11089.272;66269.727;6158.363;9244.931;9983.569;1042.016;8100.140;29549.897;40727.933;20937.230;11992.638;7279.964;52669.683
2020-11;11148.600;39276.111;16563.785;8623.308;10870.652;8597.871;15852.247;7855.954;13195.062;73670.745;7137.290;11364.427;12124.754;1321.903;9490.010;33714.068;47414.331;22884.004;14768.153;8288.375;57720.125
2020-12;11625.199;41059.600;17243.184;9012.063;11383.800;8954.357;16506.004;8285.221;13546.806;77409.319;7569.630;11691.780;12807.604;1370.374;10063.174;35856.191;48921.119;24002.999;15114.266;8589.020;61768.970
2021-01;11512.425;41068.917;17082.619;8970.245;11220.352;8864.805;16352.894;8265.408;13677.148;78950.758;7572.812;11334.553;12817.444;1317.583;9878.725;36736.394;50010.182;23511.451;14756.997;8502.413;59460.827
2021-02;11811.310;41638.163;17551.848;9145.872;11496.518;8999.644;16779.964;8562.934;14040.878;82662.758;7774.601;11899.206;13384.494;1392.689;10083.647;38142.921;51425.939;22966.301;14595.458;8979.655;59317.224
2021-03;12211.116;43096.089;18222.389;9249.359;11863.260;9106.885;17411.232;8798.737;14750.222;83025.589;7830.378;12217.102;14257.189;1458.405;10496.104;39876.345;54543.818;23621.930;14731.610;9430.366;60049.167
2021-04;12784.973;45443.266;19205.877;9279.019;12418.198;8968.245;18358.842;9184.444;15221.748;85595.557;8216.680;12977.993;14791.889;1465.983;10871.068;41973.310;56916.377;24690.264;15757.996;9852.150;64203.305
2021-05;12976.578;47253.721;19342.814;9441.876;12953.614;9109.031;18447.106;9553.460;15212.498;86722.294;8483.605;13630.698;15313.552;1563.349;11231.973;42964.951;59207.263;25933.774;16471.440;10392.860;66797.102
2021-06;13174.251;46952.706;19855.366;9374.828;12781.380;9084.274;18960.703;9324.344;14821.906;85127.758;8371.378;13383.637;15002.799;1516.106;11037.368;42824.743;57949.932;26461.709;16158.296;10394.453;67923.575
2021-07;13413.450;49046.663;20302.200;9249.106;13019.544;8969.379;19409.049;9409.198;15021.641;82680.156;8261.041;13612.950;14727.072;1528.608;11050.796;44784.489;60754.976;27352.547;15839.295;10388.672;71214.655
2021-08;13751.461;49497.812;20875.956;9459.980;13217.264;9245.332;19981.838;9489.762;14843.390;82117.272;8383.050;13701.144;15171.534;1548.657;11198.253;47866.218;60022.193;27687.883;15966.213;10413.784;73872.476
2021-09;13186.527;46900.599;19910.604;9529.652;12594.811;9511.214;19038.379;9297.393;14822.101;77118.119;8120.208;13159.249;15805.827;1502.715;10570.853;44288.372;56716.889;25602.322;15248.007;10148.524;69756.743
2021-10;13936.992;49412.954;21305.724;9409.219;13166.921;9191.414;20366.286;9670.417;15446.632;78139.343;8438.639;13745.543;16371.168;1582.848;10798.670;47284.889;60040.164;27201.119;15729.756;10927.240;74464.120
2021-11;13636.233;46432.729;21053.592;9057.790;12490.113;8965.292;20161.220;9152.555;14284.309;73985.378;7888.740;13165.986;14992.728;1482.522;10094.124;44531.338;56495.033;26803.266;14626.429;10397.079;69983.815
2021-12;14223.137;49396.662;21893.805;9272.606;13315.491;9136.838;20958.031;9820.616;14322.159;74381.638;8293.932;14099.171;15810.405;1591.054;10657.284;45858.269;60428.182;28886.808;15544.656;10896.572;73812.190
2022-01;13473.435;44825.790;20702.204;8785.893;12707.701;8673.421;19771.407;9908.641;14169.668;75130.011;7567.447;13565.616;15803.025;1551.978;10263.798;40526.605;54301.741;26633.599;14767.890;10809.000;65464.810
2022-02;13137.034;43082.475;20126.413;8804.354;12350.195;8577.047;19192.166;9986.611;14003.511;73029.230;8011.129;12960.737;16470.617;1476.853;9562.334;38526.005;49908.546;26507.063;14658.262;10831.608;66326.244
2022-03;13505.741;44597.753;20852.405;8994.809;12352.151;8547.917;19866.929;10000.420;14076.995;73030.498;8897.241;12881.454;17433.100;1432.997;9291.031;37891.278;51283.262;27134.324;14780.224;11415.165;69378.660
2022-04;12389.189;42160.993;18980.724;8297.220;11658.042;7795.352;18065.869;9631.106;13027.656;69382.428;8374.935;12070.089;16260.499;1335.833;8537.619;34080.449;47561.114;25905.215;13980.591;10587.227;67162.225
2022-05;12408.090;41741.754;18955.653;8371.077;11770.622;7923.860;18026.301;9797.012;12665.211;71324.806;8283.999;12313.790;16978.343;1385.892;8856.490;34358.145;47321.950;25071.934;13679.934;10746.573;64535.884
2022-06;11337.724;37445.650;17366.740;7699.011;10602.170;7300.272;16534.169;8953.159;11718.712;72211.743;7288.595;11041.867;14977.550;1187.328;7663.396;30744.728;40525.543;23303.716;12908.827;9636.149;61105.984
2022-07;12241.140;40684.442;18948.793;8085.464;11128.528;7716.427;18076.357;9287.539;12417.568;69594.810;7766.289;11754.149;15881.073;1218.740;7843.871;33956.451;45115.762;24398.699;12903.628;10113.860;66004.956
2022-08;11734.161;37681.619;18205.844;7903.158;10436.307;7519.747;17368.286;8764.022;12196.364;67150.542;7687.177;11008.206;15687.921;1162.136;7344.132;30527.258;40587.393;23069.097;11950.988;9709.826;60923.445
2022-09;10648.163;33540.629;16524.660;7084.320;9530.718;6751.457;15757.494;7989.420;11545.423;59957.509;6798.883;10068.016;12708.958;1087.898;6699.046;27468.327;36963.934;21558.483;11199.821;8890.801;53650.428
2022-10;11415.734;36220.367;17825.844;7231.030;10215.080;6951.606;17008.384;8471.149;11542.332;52657.243;7155.798;11021.530;14179.240;1210.982;7325.268;29076.288;39533.920;22223.600;12114.216;9478.150;58864.007
2022-11;12215.106;40221.359;18801.475;8059.139;11376.602;7624.783;17933.754;9383.167;12866.846;65552.185;8026.984;12325.057;15135.158;1377.842;8348.490;34123.138;43907.458;23972.269;13281.681;10058.328;66022.234
2022-12;11700.992;41090.147;17705.277;8087.543;11381.358;7646.991;16879.298;9346.157;12753.381;70878.721;7868.048;12312.989;14906.446;1377.467;8352.992;33246.272;43721.361;23803.747;13741.402;9570.731;70627.142
2023-01;12532.085;42597.238;18891.665;8661.544;12370.688;8122.298;17989.883;9954.648;13707.995;73571.420;8709.838;13702.377;14569.748;1560.122;9389.353;38132.812;46964.567;25259.589;14331.197;10440.930;71802.364
2023-02;12235.686;43282.334;18422.739;8245.092;12295.579;7810.938;17560.423;9979.468;13003.574;68354.757;8138.430;13687.243;14555.480;1569.450;9219.487;36931.199;47992.788;24402.447;14261.225;9990.336;73689.732
2023-03;12622.660;44459.814;19046.946;8479.224;12603.325;8134.945;18184.144;9917.271;13654.943;69181.883;8088.604;14121.864;13877.640;1582.346;9588.018;38791.255;48092.141;25519.820;14605.743;10005.861;79765.598
2023-04;12850.379;46058.373;19304.420;8504.815;13146.628;8164.772;18414.905;10444.349;13562.221;69579.266;8105.024;14797.346;14100.926;1658.018;9923.949;38318.446;50242.615;27212.480;14805.377;10310.127;83010.689
2023-05;12731.908;42979.524;19374.802;8427.459;12400.345;8317.250;18534.694;9758.534;12679.808;63523.827;7718.363;13741.833;13051.775;1550.829;9423.403;38647.156;46047.989;25997.889;13276.113;9751.617;79572.435
2023-06;13506.744;44211.218;20666.338;8778.417;12998.120;8659.434;19770.619;10134.939;12896.469;65689.174;8114.054;14658.626;13893.757;1723.318;9925.993;40453.230;47754.904;26676.287;13792.266;10397.252;81093.089
2023-07;13963.886;44949.674;21376.487;9083.532;13398.973;8920.976;20451.177;10483.571;14099.638;67552.791;8438.347;14981.492;15109.053;1833.026;10230.639;41567.740;48491.691;27636.142;14844.774;10741.091;81754.392
